,id,trigger number,was followed,delay,e,n_date,n_hour,n_day,f_date,f_hour,f_day,group,send_time,viewed_time,age,gender,qual
3793,130,12,0.0,0,1,2014-11-28,19,Fri,1970-01-01,0,Thu,Intelligent,19:20:04,0,21.0,Male,No formal educational qualifications
3794,130,13,0.0,0,1,2014-11-29,19,Sat,1970-01-01,0,Thu,Intelligent,19:02:56,0,21.0,Male,No formal educational qualifications
3795,130,14,1.0,331,1,2014-02-12,14,Wed,2014-02-12,14,Wed,Intelligent,14:22:00,14:27:00,21.0,Male,No formal educational qualifications
3796,130,15,1.0,2969,1,2014-04-12,15,Sat,2014-04-12,16,Sat,Intelligent,15:33:41,16:23:00,21.0,Male,No formal educational qualifications
3797,130,16,1.0,2995,1,2014-06-12,16,Thu,2014-06-12,17,Thu,Intelligent,16:20:28,17:10:00,21.0,Male,No formal educational qualifications
3798,130,17,1.0,16,1,2014-08-12,18,Tue,2014-08-12,18,Tue,Intelligent,18:46:17,18:46:00,21.0,Male,No formal educational qualifications
3799,130,18,1.0,9690,1,2014-09-12,12,Fri,2014-09-12,15,Fri,Intelligent,12:53:24,15:34:00,21.0,Male,No formal educational qualifications
3800,130,19,1.0,13,1,2014-12-17,10,Wed,2014-12-17,10,Wed,Intelligent,10:27:57,10:28:00,21.0,Male,No formal educational qualifications
3801,130,20,1.0,25,1,2014-12-17,18,Wed,2014-12-17,18,Wed,Intelligent,18:50:16,18:50:00,21.0,Male,No formal educational qualifications
3802,130,21,1.0,1598,1,2014-12-18,10,Thu,2014-12-18,10,Thu,Intelligent,10:10:53,10:37:00,21.0,Male,No formal educational qualifications
3803,130,22,1.0,1697,1,2014-12-19,12,Fri,2014-12-19,12,Fri,Intelligent,12:16:40,12:44:00,21.0,Male,No formal educational qualifications
3804,130,23,1.0,3142,1,2014-12-19,17,Fri,2014-12-19,18,Fri,Intelligent,17:10:41,18:03:00,21.0,Male,No formal educational qualifications
3805,130,24,1.0,8806,1,2014-12-19,21,Fri,2014-12-19,23,Fri,Intelligent,21:22:42,23:49:00,21.0,Male,No formal educational qualifications
3806,132,1,1.0,190,1,2014-12-15,20,Mon,2014-12-15,21,Mon,Occasional,20:59:00,21:02:00,28.0,Male,GCSEs / O levels or similar
3807,132,2,0.0,0,1,2014-12-18,20,Thu,1970-01-01,0,Thu,Occasional,20:09:12,0,28.0,Male,GCSEs / O levels or similar
3808,132,3,0.0,0,1,2014-12-21,20,Sun,1970-01-01,0,Thu,Occasional,20:02:54,0,28.0,Male,GCSEs / O levels or similar
3809,132,4,0.0,0,1,2014-12-24,19,Wed,1970-01-01,0,Thu,Occasional,19:40:20,0,28.0,Male,GCSEs / O levels or similar
3810,132,5,1.0,1980,1,2014-12-27,19,Sat,2014-12-27,19,Sat,Occasional,19:06:30,19:39:00,28.0,Male,GCSEs / O levels or similar
3811,132,6,0.0,0,1,2014-12-30,18,Tue,1970-01-01,0,Thu,Occasional,18:11:44,0,28.0,Male,GCSEs / O levels or similar
3812,132,7,0.0,0,1,2015-02-01,20,Sun,1970-01-01,0,Thu,Occasional,20:58:02,0,28.0,Male,GCSEs / O levels or similar
3813,132,8,0.0,0,1,2015-05-01,20,Fri,1970-01-01,0,Thu,Occasional,20:45:46,0,28.0,Male,GCSEs / O levels or similar
3814,132,9,0.0,0,1,2015-08-01,18,Sat,1970-01-01,0,Thu,Occasional,18:45:46,0,28.0,Male,GCSEs / O levels or similar
3815,132,10,0.0,0,1,2015-11-01,20,Sun,1970-01-01,0,Thu,Occasional,20:01:33,0,28.0,Male,GCSEs / O levels or similar
3816,132,11,0.0,0,1,2015-01-14,20,Wed,1970-01-01,0,Thu,Occasional,20:13:59,0,28.0,Male,GCSEs / O levels or similar
3817,132,12,0.0,0,1,2015-01-17,18,Sat,1970-01-01,0,Thu,Occasional,18:32:40,0,28.0,Male,GCSEs / O levels or similar
3818,132,13,0.0,0,1,2015-01-20,18,Tue,1970-01-01,0,Thu,Occasional,18:52:08,0,28.0,Male,GCSEs / O levels or similar
3819,132,14,0.0,0,1,2015-01-23,18,Fri,1970-01-01,0,Thu,Occasional,18:11:12,0,28.0,Male,GCSEs / O levels or similar
3820,132,15,0.0,0,1,2015-01-26,18,Mon,1970-01-01,0,Thu,Occasional,18:23:11,0,28.0,Male,GCSEs / O levels or similar
3821,132,16,0.0,0,1,2015-01-29,20,Thu,1970-01-01,0,Thu,Occasional,20:38:07,0,28.0,Male,GCSEs / O levels or similar
3822,132,17,0.0,0,1,2015-01-02,20,Fri,1970-01-01,0,Thu,Occasional,20:40:38,0,28.0,Male,GCSEs / O levels or similar
3823,132,18,0.0,0,1,2015-04-02,18,Thu,1970-01-01,0,Thu,Occasional,18:38:32,0,28.0,Male,GCSEs / O levels or similar
3824,132,19,0.0,0,1,2015-07-02,19,Thu,1970-01-01,0,Thu,Occasional,19:11:11,0,28.0,Male,GCSEs / O levels or similar
3825,132,20,0.0,0,1,2015-10-02,19,Fri,1970-01-01,0,Thu,Occasional,19:45:10,0,28.0,Male,GCSEs / O levels or similar
3826,132,21,0.0,0,1,2015-02-13,19,Fri,1970-01-01,0,Thu,Occasional,19:33:35,0,28.0,Male,GCSEs / O levels or similar
3827,134,1,1.0,3750,1,2014-09-24,19,Wed,2014-09-24,20,Wed,Daily,19:50:18,20:52:00,42.0,Male,Degree
3828,134,1,1.0,27,1,2014-09-25,20,Thu,2014-09-25,20,Thu,Daily,20:49:20,20:49:00,42.0,Male,Degree
3829,134,2,1.0,7732,1,2014-09-26,19,Fri,2014-09-26,21,Fri,Daily,19:19:57,21:28:00,42.0,Male,Degree
3830,134,2,0.0,0,1,2014-09-27,19,Sat,1970-01-01,0,Thu,Daily,19:10:41,0,42.0,Male,Degree
3831,134,3,0.0,0,1,2014-09-27,20,Sat,1970-01-01,0,Thu,Daily,20:37:59,0,42.0,Male,Degree
3832,134,3,0.0,0,1,2014-09-28,19,Sun,1970-01-01,0,Thu,Daily,19:05:19,0,42.0,Male,Degree
3833,134,4,1.0,10213,1,2014-09-28,20,Sun,2014-09-28,23,Sun,Daily,20:52:30,23:42:00,42.0,Male,Degree
3834,134,4,1.0,84,1,2014-09-30,20,Tue,2014-09-30,20,Tue,Daily,20:30:32,20:31:00,42.0,Male,Degree
3835,134,5,1.0,6308,1,2014-09-29,20,Mon,2014-09-29,22,Mon,Daily,20:26:35,22:11:00,42.0,Male,Degree
3836,134,5,0.0,0,1,2014-02-10,20,Mon,1970-01-01,0,Thu,Daily,20:47:17,0,42.0,Male,Degree
3837,134,6,1.0,57,1,2014-09-30,19,Tue,2014-09-30,19,Tue,Daily,19:19:37,19:20:00,42.0,Male,Degree
3838,134,6,0.0,0,1,2014-03-10,20,Mon,1970-01-01,0,Thu,Daily,20:34:57,0,42.0,Male,Degree
3839,134,7,1.0,19944,1,2014-01-10,18,Fri,2014-02-10,0,Mon,Daily,18:30:29,00:02:00,42.0,Male,Degree
3840,134,7,1.0,42650,1,2014-04-10,20,Thu,2014-05-10,8,Sat,Daily,20:38:44,08:29:00,42.0,Male,Degree
3841,134,8,1.0,1723,1,2014-02-10,20,Mon,2014-02-10,21,Mon,Daily,20:43:06,21:11:00,42.0,Male,Degree
3842,134,8,0.0,0,1,2014-05-10,19,Sat,1970-01-01,0,Thu,Daily,19:52:56,0,42.0,Male,Degree
3843,134,9,0.0,0,1,2014-03-10,19,Mon,1970-01-01,0,Thu,Daily,19:34:52,0,42.0,Male,Degree
3844,134,9,0.0,0,1,2014-06-10,20,Tue,1970-01-01,0,Thu,Daily,20:40:27,0,42.0,Male,Degree
3845,134,10,0.0,0,1,2014-04-10,20,Thu,1970-01-01,0,Thu,Daily,20:45:29,0,42.0,Male,Degree
3846,134,10,1.0,23,1,2014-08-10,20,Sun,2014-08-10,20,Sun,Daily,20:03:27,20:03:00,42.0,Male,Degree
3847,134,11,0.0,0,1,2014-05-10,18,Sat,1970-01-01,0,Thu,Daily,18:54:47,0,42.0,Male,Degree
3848,134,11,0.0,0,1,2014-09-10,20,Wed,1970-01-01,0,Thu,Daily,20:58:30,0,42.0,Male,Degree
3849,134,12,1.0,23,1,2014-06-10,18,Tue,2014-06-10,18,Tue,Daily,18:40:16,18:40:00,42.0,Male,Degree
3850,134,12,0.0,0,1,2014-10-10,20,Fri,1970-01-01,0,Thu,Daily,20:46:48,0,42.0,Male,Degree
3851,134,13,0.0,0,1,2014-07-10,20,Thu,1970-01-01,0,Thu,Daily,20:52:31,0,42.0,Male,Degree
3852,134,13,0.0,0,1,2014-11-10,20,Mon,1970-01-01,0,Thu,Daily,20:04:07,0,42.0,Male,Degree
3853,134,14,0.0,0,1,2014-12-10,20,Wed,1970-01-01,0,Thu,Daily,20:40:16,0,42.0,Male,Degree
3854,134,15,0.0,0,1,2014-10-13,20,Mon,1970-01-01,0,Thu,Daily,20:35:39,0,42.0,Male,Degree
3855,134,17,0.0,0,1,2014-10-15,19,Wed,1970-01-01,0,Thu,Daily,19:25:32,0,42.0,Male,Degree
3856,134,18,0.0,0,1,2014-10-16,20,Thu,1970-01-01,0,Thu,Daily,20:26:20,0,42.0,Male,Degree
3857,134,19,0.0,0,1,2014-10-17,19,Fri,1970-01-01,0,Thu,Daily,19:59:12,0,42.0,Male,Degree
3858,134,20,1.0,20155,1,2014-10-18,19,Sat,2014-10-19,0,Sun,Daily,19:11:37,00:47:00,42.0,Male,Degree
3859,134,21,0.0,0,1,2014-10-19,18,Sun,1970-01-01,0,Thu,Daily,18:38:45,0,42.0,Male,Degree
3860,134,22,0.0,0,1,2014-10-20,18,Mon,1970-01-01,0,Thu,Daily,18:06:03,0,42.0,Male,Degree
3861,134,23,0.0,0,1,2014-10-22,20,Wed,1970-01-01,0,Thu,Daily,20:59:12,0,42.0,Male,Degree
3862,134,24,0.0,0,1,2014-10-23,19,Thu,1970-01-01,0,Thu,Daily,19:41:12,0,42.0,Male,Degree
3863,134,25,1.0,32,1,2014-10-24,19,Fri,2014-10-24,19,Fri,Daily,19:18:37,19:19:00,42.0,Male,Degree
3864,134,26,0.0,0,1,2014-10-26,20,Sun,1970-01-01,0,Thu,Daily,20:08:16,0,42.0,Male,Degree
3865,134,28,0.0,0,1,2014-10-31,19,Fri,1970-01-01,0,Thu,Daily,19:38:21,0,42.0,Male,Degree
3866,134,29,0.0,0,1,2014-01-11,19,Sat,1970-01-01,0,Thu,Daily,19:26:17,0,42.0,Male,Degree
3867,134,30,0.0,0,1,2014-02-11,18,Tue,1970-01-01,0,Thu,Daily,18:55:54,0,42.0,Male,Degree
3868,134,31,0.0,0,1,2014-03-11,20,Tue,1970-01-01,0,Thu,Daily,20:44:22,0,42.0,Male,Degree
3869,134,32,0.0,0,1,2014-04-11,20,Fri,1970-01-01,0,Thu,Daily,20:25:40,0,42.0,Male,Degree
3870,134,34,0.0,0,1,2014-06-11,20,Wed,1970-01-01,0,Thu,Daily,20:54:36,0,42.0,Male,Degree
3871,134,35,0.0,0,1,2014-07-11,20,Fri,1970-01-01,0,Thu,Daily,20:11:10,0,42.0,Male,Degree
3872,134,37,0.0,0,1,2014-09-11,19,Thu,1970-01-01,0,Thu,Daily,19:36:48,0,42.0,Male,Degree
3873,134,38,0.0,0,1,2014-10-11,20,Sat,1970-01-01,0,Thu,Daily,20:17:31,0,42.0,Male,Degree
3874,135,1,1.0,234,1,2014-10-23,19,Thu,2014-10-23,19,Thu,Occasional,19:23:31,19:27:00,34.0,Male,No formal educational qualifications
3875,135,2,0.0,0,1,2014-10-26,18,Sun,1970-01-01,0,Thu,Occasional,18:45:01,0,34.0,Male,No formal educational qualifications
3876,135,3,1.0,1957,1,2014-10-29,18,Wed,2014-10-29,18,Wed,Occasional,18:27:00,18:59:00,34.0,Male,No formal educational qualifications
3877,135,4,0.0,0,1,2014-01-11,20,Sat,1970-01-01,0,Thu,Occasional,20:11:52,0,34.0,Male,No formal educational qualifications
3878,135,5,0.0,0,1,2014-04-11,19,Fri,1970-01-01,0,Thu,Occasional,19:34:01,0,34.0,Male,No formal educational qualifications
3879,135,6,0.0,0,1,2014-07-11,19,Fri,1970-01-01,0,Thu,Occasional,19:08:26,0,34.0,Male,No formal educational qualifications
3880,135,7,0.0,0,1,2014-10-11,18,Sat,1970-01-01,0,Thu,Occasional,18:49:01,0,34.0,Male,No formal educational qualifications
3881,135,8,0.0,0,1,2014-11-13,18,Thu,1970-01-01,0,Thu,Occasional,18:21:00,0,34.0,Male,No formal educational qualifications
3882,135,9,0.0,0,1,2014-11-16,19,Sun,1970-01-01,0,Thu,Occasional,19:50:03,0,34.0,Male,No formal educational qualifications
3883,135,10,0.0,0,1,2014-11-19,19,Wed,1970-01-01,0,Thu,Occasional,19:38:00,0,34.0,Male,No formal educational qualifications
3884,135,11,0.0,0,1,2014-11-22,20,Sat,1970-01-01,0,Thu,Occasional,20:32:56,0,34.0,Male,No formal educational qualifications
3885,135,12,0.0,0,1,2014-11-25,19,Tue,1970-01-01,0,Thu,Occasional,19:08:36,0,34.0,Male,No formal educational qualifications
3886,135,13,0.0,0,1,2014-11-28,18,Fri,1970-01-01,0,Thu,Occasional,18:03:48,0,34.0,Male,No formal educational qualifications
3887,135,14,0.0,0,1,2014-01-12,20,Sun,1970-01-01,0,Thu,Occasional,20:06:25,0,34.0,Male,No formal educational qualifications
3888,135,15,0.0,0,1,2014-04-12,19,Sat,1970-01-01,0,Thu,Occasional,19:56:01,0,34.0,Male,No formal educational qualifications
3889,135,16,0.0,0,1,2014-07-12,18,Sat,1970-01-01,0,Thu,Occasional,18:01:01,0,34.0,Male,No formal educational qualifications
3890,135,17,0.0,0,1,2014-10-12,20,Sun,1970-01-01,0,Thu,Occasional,20:30:23,0,34.0,Male,No formal educational qualifications
3891,135,18,0.0,0,1,2014-12-13,19,Sat,1970-01-01,0,Thu,Occasional,19:02:48,0,34.0,Male,No formal educational qualifications
3892,135,19,0.0,0,1,2014-12-16,19,Tue,1970-01-01,0,Thu,Occasional,19:11:01,0,34.0,Male,No formal educational qualifications
3893,135,20,0.0,0,1,2014-12-19,19,Fri,1970-01-01,0,Thu,Occasional,19:17:01,0,34.0,Male,No formal educational qualifications
3894,135,21,0.0,0,1,2014-12-22,19,Mon,1970-01-01,0,Thu,Occasional,19:52:01,0,34.0,Male,No formal educational qualifications
3895,135,22,0.0,0,1,2014-12-25,19,Thu,1970-01-01,0,Thu,Occasional,19:35:01,0,34.0,Male,No formal educational qualifications
3896,135,23,0.0,0,1,2014-12-28,18,Sun,1970-01-01,0,Thu,Occasional,18:22:21,0,34.0,Male,No formal educational qualifications
3897,137,1,1.0,88,1,2014-11-13,19,Thu,2014-11-13,19,Thu,Daily,19:51:27,19:52:00,29.0,Female,GCSEs / O levels or similar
3898,137,2,0.0,0,1,2014-11-14,18,Fri,1970-01-01,0,Thu,Daily,18:07:24,0,29.0,Female,GCSEs / O levels or similar
3899,137,3,1.0,10301,1,2014-12-24,19,Wed,2014-12-24,22,Wed,Daily,19:20:09,22:11:00,29.0,Female,GCSEs / O levels or similar
3900,137,4,0.0,0,1,2014-12-25,20,Thu,1970-01-01,0,Thu,Daily,20:44:28,0,29.0,Female,GCSEs / O levels or similar
3901,137,5,0.0,0,1,2014-12-26,20,Fri,1970-01-01,0,Thu,Daily,20:01:33,0,29.0,Female,GCSEs / O levels or similar
3902,138,1,1.0,67,1,2014-09-27,11,Sat,2014-09-27,11,Sat,Intelligent,11:09:08,11:10:00,25.0,Female,GCSEs / O levels or similar
3903,138,2,0.0,0,1,2014-09-27,15,Sat,1970-01-01,0,Thu,Intelligent,15:12:17,0,25.0,Female,GCSEs / O levels or similar
3904,138,3,1.0,78,1,2014-09-27,19,Sat,2014-09-27,19,Sat,Intelligent,19:22:03,19:23:00,25.0,Female,GCSEs / O levels or similar
3905,140,1,0.0,0,1,2014-11-13,19,Thu,1970-01-01,0,Thu,Occasional,19:50:22,0,30.0,Female,Degree
3906,140,2,1.0,9,1,2014-11-16,20,Sun,2014-11-16,20,Sun,Occasional,20:18:01,20:18:00,30.0,Female,Degree
3907,140,3,0.0,0,1,2014-11-19,20,Wed,1970-01-01,0,Thu,Occasional,20:50:33,0,30.0,Female,Degree
3908,140,4,1.0,11785,1,2014-11-22,19,Sat,2014-11-22,22,Sat,Occasional,19:33:20,22:49:00,30.0,Female,Degree
3909,140,5,1.0,1760,1,2014-11-25,18,Tue,2014-11-25,19,Tue,Occasional,18:50:15,19:19:00,30.0,Female,Degree
3910,140,6,0.0,0,1,2014-11-28,19,Fri,1970-01-01,0,Thu,Occasional,19:59:14,0,30.0,Female,Degree
3911,140,7,0.0,0,1,2014-01-12,19,Sun,1970-01-01,0,Thu,Occasional,19:43:03,0,30.0,Female,Degree
3912,140,8,1.0,2469,1,2014-04-12,18,Sat,2014-04-12,18,Sat,Occasional,18:05:01,18:46:00,30.0,Female,Degree
3913,140,9,0.0,0,1,2014-07-12,19,Sat,1970-01-01,0,Thu,Occasional,19:59:33,0,30.0,Female,Degree
3914,140,10,0.0,0,1,2014-10-12,19,Sun,1970-01-01,0,Thu,Occasional,19:19:30,0,30.0,Female,Degree
3915,140,11,1.0,8,1,2014-12-13,20,Sat,2014-12-13,20,Sat,Occasional,20:22:47,20:22:00,30.0,Female,Degree
3916,140,12,1.0,25,1,2014-12-16,20,Tue,2014-12-16,20,Tue,Occasional,20:52:46,20:53:00,30.0,Female,Degree
3917,140,13,0.0,0,1,2014-12-19,18,Fri,1970-01-01,0,Thu,Occasional,18:52:23,0,30.0,Female,Degree
3918,140,14,0.0,0,1,2014-12-22,19,Mon,1970-01-01,0,Thu,Occasional,19:21:14,0,30.0,Female,Degree
3919,140,15,0.0,0,1,2014-12-25,19,Thu,1970-01-01,0,Thu,Occasional,19:02:28,0,30.0,Female,Degree
3920,140,16,0.0,0,1,2014-12-28,19,Sun,1970-01-01,0,Thu,Occasional,19:10:58,0,30.0,Female,Degree
3921,140,17,0.0,0,1,2014-12-31,20,Wed,1970-01-01,0,Thu,Occasional,20:10:27,0,30.0,Female,Degree
3922,140,18,0.0,0,1,2015-03-01,20,Sun,1970-01-01,0,Thu,Occasional,20:07:58,0,30.0,Female,Degree
3923,140,19,0.0,0,1,2015-06-01,20,Mon,1970-01-01,0,Thu,Occasional,20:19:33,0,30.0,Female,Degree
3924,140,20,0.0,0,1,2015-09-01,18,Tue,1970-01-01,0,Thu,Occasional,18:30:20,0,30.0,Female,Degree
3925,140,21,0.0,0,1,2015-12-01,20,Tue,1970-01-01,0,Thu,Occasional,20:37:15,0,30.0,Female,Degree
3926,140,22,0.0,0,1,2015-01-15,20,Thu,1970-01-01,0,Thu,Occasional,20:14:37,0,30.0,Female,Degree
3927,140,23,0.0,0,1,2015-01-18,18,Sun,1970-01-01,0,Thu,Occasional,18:38:54,0,30.0,Female,Degree
3928,140,24,0.0,0,1,2015-01-21,20,Wed,1970-01-01,0,Thu,Occasional,20:27:01,0,30.0,Female,Degree
3929,140,25,1.0,3778,1,2015-01-24,18,Sat,2015-01-24,19,Sat,Occasional,18:48:53,19:51:00,30.0,Female,Degree
3930,140,26,0.0,0,1,2015-01-27,18,Tue,1970-01-01,0,Thu,Occasional,18:51:12,0,30.0,Female,Degree
3931,140,27,0.0,0,1,2015-01-30,20,Fri,1970-01-01,0,Thu,Occasional,20:03:42,0,30.0,Female,Degree
3932,140,28,0.0,0,1,2015-02-02,19,Mon,1970-01-01,0,Thu,Occasional,19:25:35,0,30.0,Female,Degree
3933,140,29,0.0,0,1,2015-05-02,18,Sat,1970-01-01,0,Thu,Occasional,18:30:13,0,30.0,Female,Degree
3934,140,30,0.0,0,1,2015-08-02,18,Sun,1970-01-01,0,Thu,Occasional,18:25:12,0,30.0,Female,Degree
3935,140,31,0.0,0,1,2015-11-02,19,Mon,1970-01-01,0,Thu,Occasional,19:29:22,0,30.0,Female,Degree
3936,140,32,0.0,0,1,2015-02-15,18,Sun,1970-01-01,0,Thu,Occasional,18:13:13,0,30.0,Female,Degree
3937,141,1,1.0,10,1,2015-01-20,21,Tue,2015-01-20,21,Tue,Intelligent,21:10:18,21:10:00,49.0,Female,A levels or similar
3938,141,2,1.0,517,1,2015-01-21,10,Wed,2015-01-21,10,Wed,Intelligent,10:34:30,10:43:00,49.0,Female,A levels or similar
3939,141,3,1.0,265,1,2015-01-21,14,Wed,2015-01-21,14,Wed,Intelligent,14:37:47,14:42:00,49.0,Female,A levels or similar
3940,141,4,1.0,1246,1,2015-01-21,18,Wed,2015-01-21,19,Wed,Intelligent,18:55:09,19:15:00,49.0,Female,A levels or similar
3941,141,5,1.0,2739,1,2015-01-22,10,Thu,2015-01-22,11,Thu,Intelligent,10:17:04,11:02:00,49.0,Female,A levels or similar
3942,141,6,1.0,3949,1,2015-01-22,14,Thu,2015-01-22,15,Thu,Intelligent,14:35:46,15:41:00,49.0,Female,A levels or similar
3943,141,7,1.0,206,1,2015-01-22,18,Thu,2015-01-22,18,Thu,Intelligent,18:47:48,18:51:00,49.0,Female,A levels or similar
3944,141,8,1.0,160,1,2015-01-23,10,Fri,2015-01-23,10,Fri,Intelligent,10:13:33,10:16:00,49.0,Female,A levels or similar
3945,141,9,0.0,0,1,2015-01-23,14,Fri,1970-01-01,0,Thu,Intelligent,14:46:40,0,49.0,Female,A levels or similar
3946,141,10,1.0,392,1,2015-01-23,19,Fri,2015-01-23,19,Fri,Intelligent,19:06:18,19:12:00,49.0,Female,A levels or similar
3947,141,11,1.0,253,1,2015-01-25,21,Sun,2015-01-25,21,Sun,Intelligent,21:27:25,21:31:00,49.0,Female,A levels or similar
3948,141,12,1.0,4902,1,2015-01-27,15,Tue,2015-01-27,17,Tue,Intelligent,15:38:42,17:00:00,49.0,Female,A levels or similar
3949,141,13,1.0,1407,1,2015-01-28,14,Wed,2015-01-28,14,Wed,Intelligent,14:21:12,14:44:00,49.0,Female,A levels or similar
3950,141,14,1.0,8294,1,2015-01-29,13,Thu,2015-01-29,15,Thu,Intelligent,13:26:33,15:44:00,49.0,Female,A levels or similar
3951,141,15,1.0,342,1,2015-01-30,13,Fri,2015-01-30,13,Fri,Intelligent,13:07:46,13:13:00,49.0,Female,A levels or similar
3952,141,16,1.0,15179,1,2015-01-30,19,Fri,2015-01-31,0,Sat,Intelligent,19:57:59,00:10:00,49.0,Female,A levels or similar
3953,141,17,1.0,1151,1,2015-01-31,13,Sat,2015-01-31,14,Sat,Intelligent,13:54:26,14:13:00,49.0,Female,A levels or similar
3954,141,18,1.0,7181,1,2015-02-02,16,Mon,2015-02-02,18,Mon,Intelligent,16:40:09,18:39:00,49.0,Female,A levels or similar
3955,141,19,0.0,0,1,2015-04-02,13,Thu,1970-01-01,0,Thu,Intelligent,13:25:28,0,49.0,Female,A levels or similar
3956,141,20,0.0,0,1,2015-05-02,13,Sat,1970-01-01,0,Thu,Intelligent,13:56:34,0,49.0,Female,A levels or similar
3957,141,21,0.0,0,1,2015-06-02,14,Tue,1970-01-01,0,Thu,Intelligent,14:01:12,0,49.0,Female,A levels or similar
3958,141,22,0.0,0,1,2015-08-02,14,Sun,1970-01-01,0,Thu,Intelligent,14:27:43,0,49.0,Female,A levels or similar
3959,141,23,1.0,15934,1,2015-09-02,16,Wed,2015-09-02,20,Wed,Intelligent,16:27:02,20:52:00,49.0,Female,A levels or similar
3960,141,24,0.0,0,1,2015-11-02,15,Mon,1970-01-01,0,Thu,Intelligent,15:15:12,0,49.0,Female,A levels or similar
3961,141,25,0.0,0,1,2015-12-02,15,Wed,1970-01-01,0,Thu,Intelligent,15:56:05,0,49.0,Female,A levels or similar
3962,141,26,1.0,10560,1,2015-12-02,20,Wed,2015-12-02,23,Wed,Intelligent,20:08:08,23:04:00,49.0,Female,A levels or similar
3963,141,27,0.0,0,1,2015-02-13,16,Fri,1970-01-01,0,Thu,Intelligent,16:00:11,0,49.0,Female,A levels or similar
3964,141,28,1.0,14058,1,2015-02-14,14,Sat,2015-02-14,17,Sat,Intelligent,14:05:33,17:59:00,49.0,Female,A levels or similar
3965,141,29,0.0,0,1,2015-02-15,16,Sun,1970-01-01,0,Thu,Intelligent,16:36:45,0,49.0,Female,A levels or similar
3966,143,1,1.0,4726,1,2014-10-11,19,Sat,2014-10-11,20,Sat,Occasional,19:35:57,20:54:00,53.0,Female,No formal educational qualifications
3967,143,2,0.0,0,1,2014-11-13,20,Thu,1970-01-01,0,Thu,Occasional,20:09:33,0,53.0,Female,No formal educational qualifications
3968,143,3,0.0,0,1,2014-11-16,19,Sun,1970-01-01,0,Thu,Occasional,19:29:39,0,53.0,Female,No formal educational qualifications
3969,143,4,1.0,40,1,2014-11-19,20,Wed,2014-11-19,20,Wed,Occasional,20:47:31,20:48:00,53.0,Female,No formal educational qualifications
3970,143,5,0.0,0,1,2014-11-22,18,Sat,1970-01-01,0,Thu,Occasional,18:45:47,0,53.0,Female,No formal educational qualifications
3971,143,6,1.0,37,1,2014-11-25,18,Tue,2014-11-25,18,Tue,Occasional,18:27:45,18:28:00,53.0,Female,No formal educational qualifications
3972,143,7,0.0,0,1,2014-11-28,20,Fri,1970-01-01,0,Thu,Occasional,20:42:51,0,53.0,Female,No formal educational qualifications
3973,143,8,0.0,0,1,2014-01-12,20,Sun,1970-01-01,0,Thu,Occasional,20:16:30,0,53.0,Female,No formal educational qualifications
3974,143,9,0.0,0,1,2014-04-12,18,Sat,1970-01-01,0,Thu,Occasional,18:45:46,0,53.0,Female,No formal educational qualifications
3975,143,10,0.0,0,1,2014-07-12,18,Sat,1970-01-01,0,Thu,Occasional,18:15:05,0,53.0,Female,No formal educational qualifications
3976,143,11,0.0,0,1,2014-10-12,18,Sun,1970-01-01,0,Thu,Occasional,18:44:57,0,53.0,Female,No formal educational qualifications
3977,143,12,0.0,0,1,2014-12-13,18,Sat,1970-01-01,0,Thu,Occasional,18:28:14,0,53.0,Female,No formal educational qualifications
3978,143,13,0.0,0,1,2014-12-16,18,Tue,1970-01-01,0,Thu,Occasional,18:42:16,0,53.0,Female,No formal educational qualifications
3979,143,14,1.0,186,1,2014-12-19,18,Fri,2014-12-19,18,Fri,Occasional,18:47:00,18:50:00,53.0,Female,No formal educational qualifications
3980,143,15,0.0,0,1,2014-12-22,18,Mon,1970-01-01,0,Thu,Occasional,18:23:21,0,53.0,Female,No formal educational qualifications
3981,143,16,0.0,0,1,2014-12-25,19,Thu,1970-01-01,0,Thu,Occasional,19:53:56,0,53.0,Female,No formal educational qualifications
3982,143,17,0.0,0,1,2014-12-28,18,Sun,1970-01-01,0,Thu,Occasional,18:45:08,0,53.0,Female,No formal educational qualifications
3983,143,18,0.0,0,1,2014-12-31,19,Wed,1970-01-01,0,Thu,Occasional,19:33:05,0,53.0,Female,No formal educational qualifications
3984,143,19,0.0,0,1,2015-03-01,19,Sun,1970-01-01,0,Thu,Occasional,19:17:56,0,53.0,Female,No formal educational qualifications
3985,143,20,0.0,0,1,2015-06-01,20,Mon,1970-01-01,0,Thu,Occasional,20:59:38,0,53.0,Female,No formal educational qualifications
3986,143,21,0.0,0,1,2015-09-01,18,Tue,1970-01-01,0,Thu,Occasional,18:17:49,0,53.0,Female,No formal educational qualifications
3987,143,22,0.0,0,1,2015-12-01,18,Tue,1970-01-01,0,Thu,Occasional,18:19:25,0,53.0,Female,No formal educational qualifications
3988,143,23,0.0,0,1,2015-01-15,19,Thu,1970-01-01,0,Thu,Occasional,19:06:18,0,53.0,Female,No formal educational qualifications
3989,143,24,0.0,0,1,2015-01-18,18,Sun,1970-01-01,0,Thu,Occasional,18:26:29,0,53.0,Female,No formal educational qualifications
3990,143,25,0.0,0,1,2015-01-21,20,Wed,1970-01-01,0,Thu,Occasional,20:57:15,0,53.0,Female,No formal educational qualifications
